case,event,Resource,completeTime,Variant,Variant index,Rfp_id,Permit travel permit number,Task,OrganizationalEntity,RequestedAmount,Activity,Permit TaskNumber,Permit BudgetNumber,Permit ProjectNumber,Project,Permit OrganizationalEntity,Permit RequestedBudget,Cost Type,Permit id,Permit ActivityNumber,RfpNumber,id,org:role
request for payment 64688,Payment Handled,SYSTEM,2018-03-22 17:31:12.000,Variant 1,1,request for payment 64688,travel permit number 64685,task 1403,organizational unit 65463,593.2466834222305,activity 505,task 427,budget 1399,project 1400,project 503,organizational unit 65455,821.418484738473,0,travel permit 64684,UNKNOWN,request for payment number 64689,rp_request for payment 64688_16,UNDEFINED
request for payment 3727,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-07 13:55:08.000,Variant 11,11,request for payment 3727,travel permit number 3725,task 3729,organizational unit 65454,2263.3016554380188,activity 505,task 427,budget 1469,project 3726,project 503,organizational unit 65460,3831.465922144167,0,travel permit 3724,UNKNOWN,request for payment number 3728,st_step 3735_0,EMPLOYEE
request for payment 3727,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-07 13:55:44.000,Variant 11,11,request for payment 3727,travel permit number 3725,task 3729,organizational unit 65454,2263.3016554380188,activity 505,task 427,budget 1469,project 3726,project 503,organizational unit 65460,3831.465922144167,0,travel permit 3724,UNKNOWN,request for payment number 3728,st_step 3736_0,ADMINISTRATION
request for payment 3727,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-07 13:59:23.000,Variant 11,11,request for payment 3727,travel permit number 3725,task 3729,organizational unit 65454,2263.3016554380188,activity 505,task 427,budget 1469,project 3726,project 503,organizational unit 65460,3831.465922144167,0,travel permit 3724,UNKNOWN,request for payment number 3728,st_step 3737_0,EMPLOYEE
request for payment 3727,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-07 13:59:59.000,Variant 11,11,request for payment 3727,travel permit number 3725,task 3729,organizational unit 65454,2263.3016554380188,activity 505,task 427,budget 1469,project 3726,project 503,organizational unit 65460,3831.465922144167,0,travel permit 3724,UNKNOWN,request for payment number 3728,st_step 3739_0,ADMINISTRATION
request for payment 3727,Permit APPROVED by BUDGET OWNER,STAFF MEMBER,2018-03-08 07:48:28.000,Variant 11,11,request for payment 3727,travel permit number 3725,task 3729,organizational unit 65454,2263.3016554380188,activity 505,task 427,budget 1469,project 3726,project 503,organizational unit 65460,3831.465922144167,0,travel permit 3724,UNKNOWN,request for payment number 3728,st_step 3734_0,BUDGET OWNER
request for payment 3727,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-03-12 10:33:17.000,Variant 11,11,request for payment 3727,travel permit number 3725,task 3729,organizational unit 65454,2263.3016554380188,activity 505,task 427,budget 1469,project 3726,project 503,organizational unit 65460,3831.465922144167,0,travel permit 3724,UNKNOWN,request for payment number 3728,st_step 3740_0,BUDGET OWNER
request for payment 3727,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-15 05:15:29.000,Variant 11,11,request for payment 3727,travel permit number 3725,task 3729,organizational unit 65454,2263.3016554380188,activity 505,task 427,budget 1469,project 3726,project 503,organizational unit 65460,3831.465922144167,0,travel permit 3724,UNKNOWN,request for payment number 3728,st_step 3733_0,SUPERVISOR
request for payment 3727,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-19 05:15:26.000,Variant 11,11,request for payment 3727,travel permit number 3725,task 3729,organizational unit 65454,2263.3016554380188,activity 505,task 427,budget 1469,project 3726,project 503,organizational unit 65460,3831.465922144167,0,travel permit 3724,UNKNOWN,request for payment number 3728,st_step 3738_0,SUPERVISOR
request for payment 3727,Request Payment,SYSTEM,2018-03-23 12:32:29.000,Variant 11,11,request for payment 3727,travel permit number 3725,task 3729,organizational unit 65454,2263.3016554380188,activity 505,task 427,budget 1469,project 3726,project 503,organizational unit 65460,3831.465922144167,0,travel permit 3724,UNKNOWN,request for payment number 3728,rp_request for payment 3727_15,UNDEFINED
request for payment 3727,Payment Handled,SYSTEM,2018-03-26 17:31:14.000,Variant 11,11,request for payment 3727,travel permit number 3725,task 3729,organizational unit 65454,2263.3016554380188,activity 505,task 427,budget 1469,project 3726,project 503,organizational unit 65460,3831.465922144167,0,travel permit 3724,UNKNOWN,request for payment number 3728,rp_request for payment 3727_16,UNDEFINED
request for payment 185671,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-07 21:07:22.000,Variant 7,7,request for payment 185671,travel permit number 424,task 185546,organizational unit 65457,45.435167747201696,activity 21016,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185672,st_step 185673_0,EMPLOYEE
request for payment 185671,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-07 21:13:25.000,Variant 7,7,request for payment 185671,travel permit number 424,task 185546,organizational unit 65457,45.435167747201696,activity 21016,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185672,st_step 185675_0,ADMINISTRATION
request for payment 185671,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-12 11:34:34.000,Variant 7,7,request for payment 185671,travel permit number 424,task 185546,organizational unit 65457,45.435167747201696,activity 21016,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185672,st_step 185674_0,SUPERVISOR
request for payment 185671,Request Payment,SYSTEM,2018-03-15 22:16:17.000,Variant 7,7,request for payment 185671,travel permit number 424,task 185546,organizational unit 65457,45.435167747201696,activity 21016,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185672,rp_request for payment 185671_15,UNDEFINED
request for payment 185671,Payment Handled,SYSTEM,2018-03-19 17:30:54.000,Variant 7,7,request for payment 185671,travel permit number 424,task 185546,organizational unit 65457,45.435167747201696,activity 21016,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185672,rp_request for payment 185671_16,UNDEFINED
request for payment 185544,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-07 21:11:14.000,Variant 7,7,request for payment 185544,travel permit number 424,task 185546,organizational unit 65457,598.6282627745346,activity 21016,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185545,st_step 185548_0,EMPLOYEE
request for payment 185544,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-07 21:13:31.000,Variant 7,7,request for payment 185544,travel permit number 424,task 185546,organizational unit 65457,598.6282627745346,activity 21016,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185545,st_step 185547_0,ADMINISTRATION
request for payment 185544,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-12 11:32:25.000,Variant 7,7,request for payment 185544,travel permit number 424,task 185546,organizational unit 65457,598.6282627745346,activity 21016,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185545,st_step 185549_0,SUPERVISOR
request for payment 185544,Request Payment,SYSTEM,2018-03-15 22:16:06.000,Variant 7,7,request for payment 185544,travel permit number 424,task 185546,organizational unit 65457,598.6282627745346,activity 21016,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185545,rp_request for payment 185544_15,UNDEFINED
request for payment 185544,Payment Handled,SYSTEM,2018-03-19 17:30:54.000,Variant 7,7,request for payment 185544,travel permit number 424,task 185546,organizational unit 65457,598.6282627745346,activity 21016,task 427,budget 425,project 426,project 503,organizational unit 65454,923.0813153823278,0,travel permit 423,UNKNOWN,request for payment number 185545,rp_request for payment 185544_16,UNDEFINED
request for payment 5738,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-08 09:36:21.000,Variant 2,2,request for payment 5738,travel permit number 5736,task 5740,organizational unit 65461,367.9907705969189,activity 505,task 427,budget 1313,project 5737,project 503,organizational unit 65456,1415.349117680457,0,travel permit 5735,UNKNOWN,request for payment number 5739,st_step 5744_0,EMPLOYEE
request for payment 5738,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-08 09:36:23.000,Variant 2,2,request for payment 5738,travel permit number 5736,task 5740,organizational unit 65461,367.9907705969189,activity 505,task 427,budget 1313,project 5737,project 503,organizational unit 65456,1415.349117680457,0,travel permit 5735,UNKNOWN,request for payment number 5739,st_step 5745_0,ADMINISTRATION
request for payment 5738,Permit APPROVED by BUDGET OWNER,STAFF MEMBER,2018-03-13 13:49:07.000,Variant 2,2,request for payment 5738,travel permit number 5736,task 5740,organizational unit 65461,367.9907705969189,activity 505,task 427,budget 1313,project 5737,project 503,organizational unit 65456,1415.349117680457,0,travel permit 5735,UNKNOWN,request for payment number 5739,st_step 5746_0,BUDGET OWNER
request for payment 5738,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-15 11:01:46.000,Variant 2,2,request for payment 5738,travel permit number 5736,task 5740,organizational unit 65461,367.9907705969189,activity 505,task 427,budget 1313,project 5737,project 503,organizational unit 65456,1415.349117680457,0,travel permit 5735,UNKNOWN,request for payment number 5739,st_step 5743_0,SUPERVISOR
request for payment 5738,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-20 21:15:00.000,Variant 2,2,request for payment 5738,travel permit number 5736,task 5740,organizational unit 65461,367.9907705969189,activity 505,task 427,budget 1313,project 5737,project 503,organizational unit 65456,1415.349117680457,0,travel permit 5735,UNKNOWN,request for payment number 5739,st_step 5748_0,EMPLOYEE
request for payment 5738,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-20 21:15:03.000,Variant 2,2,request for payment 5738,travel permit number 5736,task 5740,organizational unit 65461,367.9907705969189,activity 505,task 427,budget 1313,project 5737,project 503,organizational unit 65456,1415.349117680457,0,travel permit 5735,UNKNOWN,request for payment number 5739,st_step 5747_0,ADMINISTRATION
request for payment 5738,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-03-21 07:55:23.000,Variant 2,2,request for payment 5738,travel permit number 5736,task 5740,organizational unit 65461,367.9907705969189,activity 505,task 427,budget 1313,project 5737,project 503,organizational unit 65456,1415.349117680457,0,travel permit 5735,UNKNOWN,request for payment number 5739,st_step 5750_0,BUDGET OWNER
request for payment 5738,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-22 10:19:51.000,Variant 2,2,request for payment 5738,travel permit number 5736,task 5740,organizational unit 65461,367.9907705969189,activity 505,task 427,budget 1313,project 5737,project 503,organizational unit 65456,1415.349117680457,0,travel permit 5735,UNKNOWN,request for payment number 5739,st_step 5749_0,SUPERVISOR
request for payment 5738,Request Payment,SYSTEM,2018-03-23 08:32:27.000,Variant 2,2,request for payment 5738,travel permit number 5736,task 5740,organizational unit 65461,367.9907705969189,activity 505,task 427,budget 1313,project 5737,project 503,organizational unit 65456,1415.349117680457,0,travel permit 5735,UNKNOWN,request for payment number 5739,rp_request for payment 5738_15,UNDEFINED
request for payment 5738,Payment Handled,SYSTEM,2018-03-26 17:31:14.000,Variant 2,2,request for payment 5738,travel permit number 5736,task 5740,organizational unit 65461,367.9907705969189,activity 505,task 427,budget 1313,project 5737,project 503,organizational unit 65456,1415.349117680457,0,travel permit 5735,UNKNOWN,request for payment number 5739,rp_request for payment 5738_16,UNDEFINED
request for payment 44583,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-08 10:00:26.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,st_step 44587_0,EMPLOYEE
request for payment 44583,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-08 10:00:43.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,st_step 44589_0,ADMINISTRATION
request for payment 44583,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-12 13:12:33.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,st_step 44594_0,EMPLOYEE
request for payment 44583,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-13 15:12:02.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,st_step 44588_0,SUPERVISOR
request for payment 44583,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-03-16 10:30:25.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,st_step 44595_0,ADMINISTRATION
request for payment 44583,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-03-20 10:39:54.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,st_step 44593_0,EMPLOYEE
request for payment 44583,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-20 11:44:04.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,st_step 44592_0,EMPLOYEE
request for payment 44583,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-20 11:44:10.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,st_step 44590_0,ADMINISTRATION
request for payment 44583,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-20 11:56:47.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,st_step 44591_0,SUPERVISOR
request for payment 44583,Request Payment,SYSTEM,2018-03-23 19:26:49.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,rp_request for payment 44583_15,UNDEFINED
request for payment 44583,Payment Handled,SYSTEM,2018-03-29 17:31:11.000,Variant 83,83,request for payment 44583,travel permit number 44582,task 10321,organizational unit 65461,1592.983980254126,activity 505,task 427,budget 456,project 10318,project 503,organizational unit 65456,2090.4213569877566,0,travel permit 44581,UNKNOWN,request for payment number 44584,rp_request for payment 44583_16,UNDEFINED
request for payment 3776,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-08 12:34:57.000,Variant 135,135,request for payment 3776,travel permit number 3774,task 3777,organizational unit 65461,658.08673324327,activity 505,task 427,budget 829,project 3775,project 503,organizational unit 65456,1678.4973847013923,0,travel permit 3773,UNKNOWN,UNKNOWN,st_step 3780_0,EMPLOYEE
request for payment 3776,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-08 12:34:59.000,Variant 135,135,request for payment 3776,travel permit number 3774,task 3777,organizational unit 65461,658.08673324327,activity 505,task 427,budget 829,project 3775,project 503,organizational unit 65456,1678.4973847013923,0,travel permit 3773,UNKNOWN,UNKNOWN,st_step 3781_0,ADMINISTRATION
request for payment 3776,Permit APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-13 13:27:18.000,Variant 135,135,request for payment 3776,travel permit number 3774,task 3777,organizational unit 65461,658.08673324327,activity 505,task 427,budget 829,project 3775,project 503,organizational unit 65456,1678.4973847013923,0,travel permit 3773,UNKNOWN,UNKNOWN,st_step 3782_0,SUPERVISOR
request for payment 3776,Permit FINAL_APPROVED by DIRECTOR,STAFF MEMBER,2018-03-14 21:46:40.000,Variant 135,135,request for payment 3776,travel permit number 3774,task 3777,organizational unit 65461,658.08673324327,activity 505,task 427,budget 829,project 3775,project 503,organizational unit 65456,1678.4973847013923,0,travel permit 3773,UNKNOWN,UNKNOWN,st_step 3783_0,DIRECTOR
request for payment 3776,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-06-01 13:28:22.000,Variant 135,135,request for payment 3776,travel permit number 3774,task 3777,organizational unit 65461,658.08673324327,activity 505,task 427,budget 829,project 3775,project 503,organizational unit 65456,1678.4973847013923,0,travel permit 3773,UNKNOWN,UNKNOWN,st_step 3786_0,EMPLOYEE
request for payment 3776,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-06-01 13:29:34.000,Variant 135,135,request for payment 3776,travel permit number 3774,task 3777,organizational unit 65461,658.08673324327,activity 505,task 427,budget 829,project 3775,project 503,organizational unit 65456,1678.4973847013923,0,travel permit 3773,UNKNOWN,UNKNOWN,st_step 3787_0,ADMINISTRATION
request for payment 3776,Request For Payment REJECTED by BUDGET OWNER,STAFF MEMBER,2018-06-04 15:14:38.000,Variant 135,135,request for payment 3776,travel permit number 3774,task 3777,organizational unit 65461,658.08673324327,activity 505,task 427,budget 829,project 3775,project 503,organizational unit 65456,1678.4973847013923,0,travel permit 3773,UNKNOWN,UNKNOWN,st_step 3785_0,BUDGET OWNER
request for payment 3776,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-06-10 12:53:11.000,Variant 135,135,request for payment 3776,travel permit number 3774,task 3777,organizational unit 65461,658.08673324327,activity 505,task 427,budget 829,project 3775,project 503,organizational unit 65456,1678.4973847013923,0,travel permit 3773,UNKNOWN,UNKNOWN,st_step 3788_0,EMPLOYEE
request for payment 3776,Request For Payment SAVED by EMPLOYEE,STAFF MEMBER,2018-07-11 13:22:09.000,Variant 135,135,request for payment 3776,travel permit number 3774,task 3777,organizational unit 65461,658.08673324327,activity 505,task 427,budget 829,project 3775,project 503,organizational unit 65456,1678.4973847013923,0,travel permit 3773,UNKNOWN,UNKNOWN,st_step 3784_0,EMPLOYEE
request for payment 3806,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-08 14:52:14.000,Variant 1,1,request for payment 3806,travel permit number 3805,task 3808,organizational unit 65475,732.1965315791633,activity 505,task 427,budget 1184,project 1185,project 503,organizational unit 65456,1059.235488722117,0,travel permit 3804,UNKNOWN,request for payment number 3807,st_step 3813_0,EMPLOYEE
request for payment 3806,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-08 14:52:16.000,Variant 1,1,request for payment 3806,travel permit number 3805,task 3808,organizational unit 65475,732.1965315791633,activity 505,task 427,budget 1184,project 1185,project 503,organizational unit 65456,1059.235488722117,0,travel permit 3804,UNKNOWN,request for payment number 3807,st_step 3812_0,ADMINISTRATION
request for payment 3806,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-13 13:35:43.000,Variant 1,1,request for payment 3806,travel permit number 3805,task 3808,organizational unit 65475,732.1965315791633,activity 505,task 427,budget 1184,project 1185,project 503,organizational unit 65456,1059.235488722117,0,travel permit 3804,UNKNOWN,request for payment number 3807,st_step 3811_0,SUPERVISOR
request for payment 3806,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-20 11:50:19.000,Variant 1,1,request for payment 3806,travel permit number 3805,task 3808,organizational unit 65475,732.1965315791633,activity 505,task 427,budget 1184,project 1185,project 503,organizational unit 65456,1059.235488722117,0,travel permit 3804,UNKNOWN,request for payment number 3807,st_step 3815_0,EMPLOYEE
request for payment 3806,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-27 15:18:35.000,Variant 1,1,request for payment 3806,travel permit number 3805,task 3808,organizational unit 65475,732.1965315791633,activity 505,task 427,budget 1184,project 1185,project 503,organizational unit 65456,1059.235488722117,0,travel permit 3804,UNKNOWN,request for payment number 3807,st_step 3814_0,ADMINISTRATION
request for payment 3806,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-28 11:18:56.000,Variant 1,1,request for payment 3806,travel permit number 3805,task 3808,organizational unit 65475,732.1965315791633,activity 505,task 427,budget 1184,project 1185,project 503,organizational unit 65456,1059.235488722117,0,travel permit 3804,UNKNOWN,request for payment number 3807,st_step 3816_0,SUPERVISOR
request for payment 3806,Request Payment,SYSTEM,2018-03-28 13:56:24.000,Variant 1,1,request for payment 3806,travel permit number 3805,task 3808,organizational unit 65475,732.1965315791633,activity 505,task 427,budget 1184,project 1185,project 503,organizational unit 65456,1059.235488722117,0,travel permit 3804,UNKNOWN,request for payment number 3807,rp_request for payment 3806_15,UNDEFINED
request for payment 3806,Payment Handled,SYSTEM,2018-03-29 17:31:11.000,Variant 1,1,request for payment 3806,travel permit number 3805,task 3808,organizational unit 65475,732.1965315791633,activity 505,task 427,budget 1184,project 1185,project 503,organizational unit 65456,1059.235488722117,0,travel permit 3804,UNKNOWN,request for payment number 3807,rp_request for payment 3806_16,UNDEFINED
request for payment 32419,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-08 15:23:50.000,Variant 10,10,request for payment 32419,travel permit number 32418,task 32421,organizational unit 65462,499.26250672628106,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32420,st_step 32428_0,EMPLOYEE
request for payment 32419,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-08 15:24:32.000,Variant 10,10,request for payment 32419,travel permit number 32418,task 32421,organizational unit 65462,499.26250672628106,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32420,st_step 32426_0,ADMINISTRATION
request for payment 32419,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-08 15:27:10.000,Variant 10,10,request for payment 32419,travel permit number 32418,task 32421,organizational unit 65462,499.26250672628106,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32420,st_step 32430_0,EMPLOYEE
request for payment 32419,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-08 15:28:02.000,Variant 10,10,request for payment 32419,travel permit number 32418,task 32421,organizational unit 65462,499.26250672628106,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32420,st_step 32429_0,ADMINISTRATION
request for payment 32419,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-13 13:31:31.000,Variant 10,10,request for payment 32419,travel permit number 32418,task 32421,organizational unit 65462,499.26250672628106,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32420,st_step 32427_0,SUPERVISOR
request for payment 32419,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-13 14:27:02.000,Variant 10,10,request for payment 32419,travel permit number 32418,task 32421,organizational unit 65462,499.26250672628106,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32420,st_step 32431_0,SUPERVISOR
request for payment 32419,Request Payment,SYSTEM,2018-03-14 22:33:41.000,Variant 10,10,request for payment 32419,travel permit number 32418,task 32421,organizational unit 65462,499.26250672628106,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32420,rp_request for payment 32419_15,UNDEFINED
request for payment 32419,Payment Handled,SYSTEM,2018-03-19 17:30:54.000,Variant 10,10,request for payment 32419,travel permit number 32418,task 32421,organizational unit 65462,499.26250672628106,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32420,rp_request for payment 32419_16,UNDEFINED
request for payment 32422,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-08 15:23:50.000,Variant 1,1,request for payment 32422,travel permit number 32418,task 32421,organizational unit 65462,158.43754826000063,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32423,st_step 32428_0,EMPLOYEE
request for payment 32422,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-08 15:24:32.000,Variant 1,1,request for payment 32422,travel permit number 32418,task 32421,organizational unit 65462,158.43754826000063,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32423,st_step 32426_0,ADMINISTRATION
request for payment 32422,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-13 13:31:31.000,Variant 1,1,request for payment 32422,travel permit number 32418,task 32421,organizational unit 65462,158.43754826000063,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32423,st_step 32427_0,SUPERVISOR
request for payment 32422,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-04-13 14:30:04.000,Variant 1,1,request for payment 32422,travel permit number 32418,task 32421,organizational unit 65462,158.43754826000063,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32423,st_step 32433_0,EMPLOYEE
request for payment 32422,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-04-13 14:59:02.000,Variant 1,1,request for payment 32422,travel permit number 32418,task 32421,organizational unit 65462,158.43754826000063,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32423,st_step 32434_0,ADMINISTRATION
request for payment 32422,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-04-17 15:16:12.000,Variant 1,1,request for payment 32422,travel permit number 32418,task 32421,organizational unit 65462,158.43754826000063,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32423,st_step 32432_0,SUPERVISOR
request for payment 32422,Request Payment,SYSTEM,2018-04-19 09:25:56.000,Variant 1,1,request for payment 32422,travel permit number 32418,task 32421,organizational unit 65462,158.43754826000063,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32423,rp_request for payment 32422_15,UNDEFINED
request for payment 32422,Payment Handled,SYSTEM,2018-04-23 17:31:12.000,Variant 1,1,request for payment 32422,travel permit number 32418,task 32421,organizational unit 65462,158.43754826000063,activity 505,task 427,budget 761,project 14291,project 503,organizational unit 65459,890.443585182174,0,travel permit 32417,UNKNOWN,request for payment number 32423,rp_request for payment 32422_16,UNDEFINED
